"","Establishment.ID","Inspection.ID","Establishment.Name","Severity","Latitude","Longitude"
"327",9003963,105250821,"DALEMOUNT CHILDCARE CENTRE","S",43.71318,-79.43639
"328",9003974,105040822,"DANA HOSPITALITY APOTEX","NA",43.76418,-79.542
"329",9003976,105040827,"DANA HOSPITALITY","NA",43.76594,-79.54592
"330",9003980,105116971,"DANDYLION DAY NURSERY","NA",43.68179,-79.33586
"331",9003985,105208322,"DANFORTH CHILD CARE CENTRE","NA",43.68085,-79.33382
"332",9003988,105081805,"DANFORTH DRAGON","NA",43.67971,-79.33975
"333",9003999,105100198,"DANFORTH VILLAGE","NA",43.68779,-79.30265
"334",9004000,105108040,"DANIEL ET DANIEL CATERING","M",43.66425,-79.36813
"335",9004025,105040640,"DAVE YOUNG FRUIT MARKET","S",43.71009,-79.38302
"336",9004028,105078221,"DAVENPORT PHARMACY","NA",43.67466,-79.39528
"337",9004029,105121425,"DAVENPORT PERTH EARLY LEARNING CHILD CARE CENTRE","NA",43.67093,-79.45486
"338",9004032,105197147,"DAVID LEWIS JUNIOR YMCA","M",43.80921,-79.31789
"339",9004044,105374729,"DOWNTOWN MONTESSORI (SIMCOE)","S",43.64461,-79.38601
"340",9004045,105118890,"DAY CARE CONNECTIONS/DOWNTOWN MONTESSORI","NA",43.67915,-79.3211
"341",9004046,105271251,"DAY CARE CONNECTION","NA",43.68023,-79.29457
"342",9004063,105407402,"DEARHAM WOOD DAY CARE CENTRE (GUILDWOOD)","M",43.75367,-79.18748
"343",9004073,105278502,"DEEP SEA FISH IMPORTING & EXPORTING","M",43.76082,-79.48683
"344",9004131,105281222,"DELTA SPORTS BAR","M",43.64972,-79.42076
"345",9004174,105156370,"DI LISO'S FINE MEATS","NA",43.64908,-79.37213
"346",9004181,105314426,"DIABOLO'S COFFEE BAR","M",43.66265,-79.3954
"347",9004191,105021132,"DIANA MEAT & GROCERY","NA",43.67656,-79.44833
"348",9004195,105121199,"DIANA'S SEAFOOD DELIGHTS","NA",43.74548,-79.29154
"349",9004210,105182810,"CANOSA BAKERY LTD.","NA",43.74992,-79.60803
"350",9004214,105039907,"DIMMI BAR & TRATTORIA","M",43.67018,-79.39274
"351",9004215,105001354,"DIMPFLMEIER BAKERY LIMITED","NA",43.63394,-79.5297
"352",9004228,105222780,"THE BOULEVARD CLUB (MAIN KITCHEN)","S",43.63552,-79.44418
"353",9004257,105359512,"DIXON HALL","NA",43.6562,-79.35894
"354",9004298,105055177,"DOLLAR CLUB","NA",43.67989,-79.4333
"355",9004309,105018468,"DOLLARAMA","NA",43.65602,-79.43523
"356",9004312,105017111,"DOM AMODEO PRODUCE INC.","NA",43.6288,-79.48602
"357",9004313,105122755,"DOM LIPA","M",43.62916,-79.56528
"358",9004376,104996328,"DOMINION CITRUS COMPANY","M",43.6288,-79.48602
"359",9004448,105015675,"DOMINO FOODS LTD","M",43.64905,-79.37177
"360",9004451,105068782,"DOMINO'S PIZZA","NA",43.7758,-79.17294
"361",9004464,104996950,"DOMINO'S PIZZA","NA",43.70483,-79.28826
"362",9004465,105019149,"DOMINO'S PIZZA","NA",43.76392,-79.39887
"363",9004482,105192023,"DON VALLEY CHRISTIAN CHILD CARE","NA",43.78866,-79.35219
"364",9004485,105026953,"DON VALLEY HEALTH FOOD","NA",43.78621,-79.35205
"365",9004500,105286654,"DONLANDS CONVENIENCE","M",43.69323,-79.34216
"366",9004505,105485199,"DONLANDS VARIETY STORE","NA",43.68071,-79.33759
"367",9004519,105008999,"DONUT COUNTER AND FAMOUS YOGURT","NA",43.79161,-79.39302
"368",9004563,105092155,"DOUBLE DISCOUNT CONVENIENCE STORE","NA",43.68357,-79.32404
"369",9004598,105275007,"DOVER GARDENS NURSERY SCHOOL","NA",43.66674,-79.43578
"370",9004601,105015149,"DOWLING REST HOME","S",43.63691,-79.439
"371",9004604,105089694,"FLATIRON AND FIRKIN","S",43.64861,-79.37391
"372",9004626,105391123,"JAMAICAN-CANADIAN CUISINE","M",43.74227,-79.60457
"373",9004652,105472631,"THE REKAI CENTRE AT SHERBOURNE PLACE","S",43.66271,-79.37243
"374",9004687,105009109,"DRUXY'S FAMOUS DELICATESSEN","M",43.65564,-79.3868
"375",9004693,105186783,"DUBLIN HEIGHTS COMMUNITY CHILD CARE","S",43.74911,-79.44773
"376",9004699,105064776,"LEN DUCKWORTH FISH & CHIPS","S",43.68882,-79.29998
"377",9004700,105044448,"DUCKWORTH'S FISH 'N CHIPS","S",43.70542,-79.25239
"378",9004707,105119830,"DUFFERIN MEAT MARKET","S",43.70907,-79.45332
"379",9004715,105071636,"DUFF'S FAMOUS WINGS","C",43.70608,-79.37562
"380",9004718,105143343,"DUKE OF CONNAUGHT SCHOOL","NA",43.6664,-79.32205
"381",9004720,105410808,"DUKE OF KENT","S",43.70794,-79.39833
"382",9004723,105014595,"DUKE OF YORK RESTAURANT","M",43.66923,-79.39741
"383",9004724,105146247,"THE DUKE LIVE","M",43.66299,-79.3305
"384",9004730,105137844,"DUNDAS PIZZA","M",43.66577,-79.47274
"385",9004744,105045101,"DUNLACE CHILDREN'S CENTRE","NA",43.76247,-79.37036
"386",9004746,105191906,"DUNLOE CHILDREN'S CENTRE","NA",43.6954,-79.41413
"387",9004792,105118833,"EARL HAIG COMMUNITY DAY CARE CENTRE","NA",43.68134,-79.32125
"388",9004798,105138417,"EARLY ADVENTURES NURSERY SCHOOL","NA",43.62065,-79.49852
"389",9004799,105338287,"ST. JOHN'S EARLY ENRICHMENT DAY CARE CENTRE","S",43.66065,-79.4692
"390",9004814,105120871,"EAST TORONTO VILLAGE CHILDREN'S CENTRE","M",43.68282,-79.29771
"391",9004820,105018786,"EASTCOASTERS RESTAURANT","M",43.73265,-79.48305
"392",9004826,105313344,"EASTSIDE CLUB","M",43.75744,-79.19334
"393",9004841,105248626,"EASY RESTAURANT","S",43.63874,-79.44566
"394",9004858,105144595,"ECONOMY FRUIT MARKET","M",43.65953,-79.43704
"395",9004873,105254941,"EDGELEY CHILD CARE CENTRE","M",43.76717,-79.51607
"396",9004875,105456261,"EDIE'S PLACE BAR & CAFE","NA",43.68611,-79.31221
"397",9004889,105057013,"EDO SUSHI - 100","NA",43.64407,-79.37843
"398",9004891,105306834,"EDUCARE KINDERGARTEN AND DAY CARE CENTRE. ISLINGTON BRANCH","M",43.74834,-79.56748
"399",9004904,105049512,"EGLINTON SMOKE SHOP","NA",43.70791,-79.39401
"400",9004910,105177661,"EHATARE HOME","M",43.77555,-79.18313
"401",9004920,105292963,"EL CONVENTO RICO RESTAURANT AND CLUB","NA",43.65511,-79.41963
"402",9004933,105083046,"EL RANCHO RESTAURANT & TAVERN","S",43.65672,-79.40708
"403",9004934,105350365,"EL SABIL RESTAURANT","S",43.75248,-79.26219
"404",9004936,105083803,"EL SOL","NA",43.68295,-79.32652
"405",9004937,105166579,"EL TIPICO ECUATORIANO RESTAURANT","NA",43.70347,-79.47722
"406",9004951,105077214,"ELGIN AND WINTER GARDEN THEATRES CENTRE","NA",43.65307,-79.3792
"407",9004970,105236780,"ELKHORN JUNIOR YMCA CHILD CARE","S",43.77122,-79.38007
"408",9004972,105297806,"ELLAS MEAT MARKET","S",43.67818,-79.34483
"409",9005000,105282183,"EMBASSY RESTAURANT SAMOSA KING TAKE OUT","C",43.81041,-79.25698
"410",9005007,105141564,"EMERY CHILD CARE CENTRE","NA",43.74873,-79.53956
"411",9005018,105197353,"EMPORIO DE LOS SANDWICHES - BAKERY","M",43.73051,-79.46899
"412",9005022,105483004,"EN VILLE EVENT DESIGN & CATERING","S",43.66985,-79.43622
"413",9005034,105399213,"ENRICHED CHILDCARE LEARNING CENTRE","M",43.78782,-79.44759
"414",9005045,105006641,"ERAA SUPERMARKET","S",43.7352,-79.25273
"415",9005059,105042543,"E'S DISCOUNT","M",43.69993,-79.5162
"416",9005068,104992886,"ESPRESSO BAKERY & DELI","NA",43.64734,-79.53047
"417",9005098,105015516,"ETHIOPIAN HOUSE","NA",43.66674,-79.38564
"418",9005109,105035698,"ETOBICOKE YACHT CLUB","NA",43.6149,-79.47977
"419",9005112,105168121,"ETOBICOKE DANFORTH FOOD MARKET","C",43.75133,-79.59947
"420",9005115,105093607,"ETON  HOUSE","NA",43.6795,-79.34339
"421",9005120,105197966,"EURO BAKERY","S",43.69467,-79.49507
"422",9005130,105144209,"EUROPA CATERING","S",43.64947,-79.42888
"423",9005144,105029422,"EUROPEAN SAUSAGE HOUSE","NA",43.7639,-79.5295
"424",9005145,105029513,"EUROPEAN SAUSAGE HOUSE - BAKERY","M",43.7639,-79.5295
"425",9005168,105385831,"EVERYDAY GOURMET","M",43.64908,-79.37213
"426",9005187,105088481,"EXCLUSSIF SPICES & WHOLESALERS LTD","M",43.81415,-79.25464
"427",9005195,104993237,"CHURCH STREET EXPRESS PIZZA","S",43.66391,-79.37992
"428",9005206,105246439,"EXTENDICARE SCARBOROUGH","C",43.76359,-79.21059
"429",9005207,105092777,"EXTENDICARE GUILDWOOD","S",43.74692,-79.20315
"430",9005209,105460531,"EXTENDICARE/BAYVIEW","S",43.79367,-79.39092
"431",9005211,105458552,"MCCALL CENTRE FOR CONTINUING CARE","M",43.61001,-79.56213
"432",9005215,104996178,"F.G. LISTER AND CO. LTD.","NA",43.6288,-79.48602
"433",9005221,105219788,"REX'S BAR & KITCHEN","S",43.65683,-79.38389
"434",9005228,105089134,"FAIR TRADING CO. LTD","M",43.82621,-79.25248
"435",9005230,105145726,"FAIRBANK MEMORIAL DAY CARE CENTRE","NA",43.69171,-79.45541
"436",9005231,105054172,"FAIRFIELD SENIOR CITIZENS CENTRE","NA",43.63969,-79.51932
"437",9005236,105291411,"FAIRMOUNT  SUNSHINE CHILD CARE CENTRE.","M",43.71977,-79.2309
"438",9005238,105049105,"FAIRVIEW NURSING HOME","S",43.64803,-79.42844
"439",9005240,105074732,"FAIRWAY VARIETY","M",43.66589,-79.36861
"440",9005256,105146210,"FALSTAFF EARLY LEARNING & CHILD CARE CENTRE","NA",43.71609,-79.50667
"441",9005257,105001303,"FALSTAFF COMMUNITY CENTRE","NA",43.71673,-79.50384
"442",9005265,105056610,"FAMILY FOOD FAIR","NA",43.70307,-79.41701
"443",9005269,105385106,"FAMILY FOOD FAIR CONVENIENCE STORES","M",43.69965,-79.29793
"444",9005270,105266824,"FAMILY FOOD MARKET","S",43.64905,-79.37177
"445",9005315,105043385,"FAMOUS PLAYERS THEATER","M",43.64901,-79.39142
"446",9005322,105039365,"FANFARE FLOWERS","S",43.70141,-79.39689
"447",9005344,104992666,"FASHION DISTRICT RYERSON DAY CARE CENTRE","NA",43.65123,-79.40264
"448",9005359,105110375,"FAYWOOD BOULEVARD CHILD CARE PROGRAM","M",43.73986,-79.4467
"449",9005369,105008682,"FEDERICK RESTAURANT","S",43.77493,-79.24082
"450",9005401,105055181,"TRATTORIA FIERAMOSCA","S",43.66954,-79.39729
"451",9005403,105181865,"FIESTA FARMS SUPERMARKET","M",43.66833,-79.42061
"452",9005418,105078104,"FILMORE'S HOTEL","NA",43.65773,-79.37341
"453",9005425,105191956,"FINCH FLYERS CHILD CARE CENTRE","NA",43.78384,-79.39498
"454",9005438,104995511,"KHORAK SUPERMARKET","S",43.79222,-79.41805
"455",9005454,105133532,"FIRGROVE PUBLIC SCHOOL","C",43.75201,-79.51991
"456",9005458,105271844,"FIRST CLASS DELITES","C",43.68706,-79.49025
"457",9005465,105072477,"FIRST SPICE MIXING CO","NA",43.70514,-79.45839
"458",9005466,105246779,"FIRST STAGE CHILD CARE CENTRE (WEST HUMBER BRANCH)","S",43.73093,-79.58671
"459",9005467,105264652,"FIRST STAGE CHILD CARE CENTRE (BURNHAMTHORPE BRANCH)","M",43.64855,-79.56033
"460",9005472,105107066,"FIRST STAGE CHILD CARE CENTRE (ALBION BRANCH )","NA",43.74715,-79.58515
"461",9005503,105079063,"FKK WHOLESALE C & C","NA",43.70478,-79.4671
"462",9005513,105483805,"FLEMINGDON CHILD CARE CENTRE","M",43.71795,-79.33169
"463",9005515,105183475,"FLEMINGTON PUBLIC SCHOOL","NA",43.72013,-79.44425
"464",9005516,105481345,"FLEMING JUNIOR Y (YMCA)","M",43.816,-79.20345
"465",9005536,105171025,"FONG ON FOODS LIMITED","M",43.6539,-79.40038
"466",9005577,105021671,"FOOD PLUS MARKET","M",43.72218,-79.40196
"467",9005593,105094547,"CHURCH OF ST. JUDE, WEXFORD - FOOD BANK","NA",43.73873,-79.30597
"468",9005613,105166071,"PENALTY BOX","S",43.70426,-79.42054
"469",9005623,105003675,"FORTINO'S","S",43.71693,-79.44743
"470",9005642,105086356,"Bar Orwell","NA",43.64978,-79.43485
"471",9005662,105411430,"FRANCESCA  BAKERY","M",43.78783,-79.25676
"472",9005671,105036155,"FRANK OKE SECONDARY and SNP","S",43.67752,-79.48876
"473",9005672,105140807,"FRANK PIZZA HOUSE","M",43.67687,-79.4493
"474",9005674,105273990,"FRANKLAND DAY CARE CENTRE","NA",43.67715,-79.34994
"475",9005686,105005380,"FRAN'S RESTAURANT","S",43.66134,-79.384
"476",9005690,105121811,"FRASER SCHOOL-COMMUNITY DAY CARE CENTRE","NA",43.64854,-79.40949
"477",9005691,105076829,"FRATERNAL ORDER OF EAGLES","NA",43.65748,-79.38257
"478",9005702,105210071,"FRED'S BREAD","M",43.77213,-79.4712
"479",9005706,105137866,"FREE TIMES CAFE","S",43.65766,-79.40247
"480",9005714,105002654,"THE FRENCH CONNECTON CHILD CARE CENTRE","NA",43.71194,-79.39747
"481",9005731,105043586,"FRESH TECH PROCESSORS","NA",43.62784,-79.5243
"482",9005735,105018350,"FRIAR & FIRKIN","NA",43.64956,-79.39108
"483",9005751,105109853,"FRIENDS DAY CARE CENTRE","S",43.67055,-79.39877
"484",9005754,105027268,"FRIENDSHIP RESTAURANT","C",43.77603,-79.32228
"485",9005761,105126037,"METRO","S",43.64917,-79.37228
"486",9005779,105311775,"FUDGER HOUSE SSLTC","S",43.66628,-79.37369
"487",9005785,105061545,"FULLWORTH","M",43.64082,-79.43554
"488",9005803,105474395,"FUSARO'S KITCHEN","M",43.64788,-79.39588
"489",9005804,105082561,"FUSILLI RISTORANTE","NA",43.65715,-79.35716
"490",9005807,105346146,"FUTURE BISTRO","C",43.66589,-79.40751
"491",9005809,105267394,"FUTURE BAKERY","M",43.64908,-79.37213
"492",9005834,105126723,"G. PRASAD CARIBBEAN & ORIENTAL SPECIALITY FOODS INC.","NA",43.73819,-79.5682
"493",9005839,105156171,"GABBY'S","S",43.67095,-79.2967
"494",9005841,105205145,"GABBY'S ROADHOUSE","S",43.72929,-79.4029
"495",9005876,105433366,"GALE'S SNACK BAR","M",43.65817,-79.33902
"496",9005882,105154043,"GALLOWAY ELCCC KITCHEN","NA",43.76235,-79.19365
"497",9005884,105098683,"GALLOWAY ROAD PUBLIC SCHOOL SNACK PROGRAM","NA",43.76018,-79.19392
"498",9005885,105016236,"THE GALWAY ARMS LOUNGE BAR","M",43.62505,-79.50915
"499",9005887,104996348,"GAMBLES PRODUCE LTD","M",43.6288,-79.48602
"500",9005900,105279765,"GARDEN GATE RESTAURANT","C",43.6725,-79.28735
"501",9005905,105056794,"GARDEN VIEW CONVENIENCE/FRESHLY SQUEEZED","M",43.64985,-79.39108
"502",9005909,105272761,"GARDERIE LA FARANDOLE DE TORONTO","NA",43.65659,-79.37232
"503",9005916,105245368,"GARRISON CREEK COMMUNITY DAY CARE","M",43.64395,-79.40826
"504",9005930,105174235,"GATEWAY BLVD PUBLIC SCHOOL","S",43.71173,-79.33101
"505",9005948,105148898,"GATEWAY DAY CARE CENTRE","M",43.71182,-79.32999
"506",9005949,105053938,"GATEWAY NEWSTANDS","M",43.66508,-79.41097
"507",9005965,105380840,"GATEWAY NEWSTAND","M",43.77451,-79.25397
"508",9005981,105039881,"GATEWAY NEWSTAND (DUFFERIN STATION)","M",43.65981,-79.4357
"509",9005994,105208440,"GATEWAY NEWSTAND","M",43.6625,-79.42587
"510",9005997,105034333,"GATEWAY NEWSTANDS","NA",43.71161,-79.27947
"511",9006026,105099390,"GENERAL MERCER CHILD CARE CENTRE","NA",43.67907,-79.46402
"512",9006027,105079205,"GENERAL MERCER JUNIOR PUBLIC SCHOOL","NA",43.67907,-79.46402
"513",9006044,105290696,"GEORGE BELL ARENA","S",43.66862,-79.47753
"514",9006049,105127468,"GEORGE HARVEY CHILD CARE CENTRE","NA",43.68456,-79.4737
"515",9006053,105086819,"GEORGE SYME - PUBLIC SCHOOL","NA",43.66926,-79.49113
"516",9006057,105049524,"GEORGE'S BBQ & DELi","S",43.6582,-79.37267
"517",9006062,105026676,"GEORGE'S FOOD STORE","C",43.70767,-79.50544
"518",9006075,105288995,"TORONTO KIWANIS BOYS & GIRLS CLUBS","M",43.6642,-79.36224
"519",9006100,105339172,"GILDER CHILD CARE CENTRE","NA",43.73626,-79.25632
"520",9006102,105272873,"GILDER CHILD CARE CENTRE SATELLITE","NA",43.73635,-79.25531
"521",9006125,105191358,"GIVINS/SHAW SCHOOL COMMUNITY DAY CARE","NA",43.64642,-79.41759
"522",9006131,105147041,"GLEDHILL CHILDCARE CENTRE","NA",43.68766,-79.30952
"523",9006134,105110918,"GLEN CAMERON FOR KIDS CHILDCARE CENTRE","NA",43.75437,-79.42125
"524",9006155,105097652,"R.K. BARGAINS","NA",43.76184,-79.22458
"525",9006156,105256011,"GLOBAL CHEESE","S",43.65467,-79.40067
"526",9006168,105015249,"GLOUCESTER BAKERY","M",43.79072,-79.36726
"527",9006179,105017559,"GOJIMA JAPANESE RESTAURANT","M",43.64484,-79.52168
"528",9006182,105104579,"GOLD CIRCLE EARLY CHILDHOOD DAY CARE CENTRE","NA",43.69083,-79.549
"529",9006188,105082620,"GOLDEN BAKERY CAKES & PASTRIES","NA",43.81041,-79.25698
"530",9006227,105109203,"ALPHA OMEGA HOUSE","M",43.63575,-79.43192
"531",9006248,105064065,"GOLDEN STAR VARIETY","M",43.67454,-79.45739
"532",9006263,105160537,"GOLDEN WHEAT BAKERY & PASTRY","S",43.65516,-79.4162
"533",9006275,105257853,"FUTURE STARS CHILD CARE CENTRE","S",43.76314,-79.20798
"534",9006277,105123582,"GOLF ROAD SCHOOL CHILD CARE CENTRE","NA",43.76367,-79.21697
"535",9006289,105051937,"GOOD LUCK CHINESE RESTAURANT","S",43.73365,-79.26626
"536",9006293,105294632,"HAVEN TORONTO","S",43.65557,-79.37436
"537",9006295,105004488,"GOOD SHEPHERD CENTRE","S",43.65608,-79.36232
"538",9006296,105092918,"GOOD SHEPHERD DAY CARE CENTRE","NA",43.77937,-79.29758
"539",9006308,105289853,"GOOD MAN CHINESE NATURAL HERBS AND FOODS CO","NA",43.65141,-79.39758
"540",9006347,105174280,"THE BILL MCMURRAY RESIDENCE","S",43.65162,-79.4347
"541",9006350,105264402,"GRACE CHURCH ON THE HILL CHILD CARE CENTRE","NA",43.68952,-79.40973
"542",9006365,105046905,"GRACEFIELD PUBLIC SCHOOL MORNING SNACK PROGRAM","NA",43.70933,-79.49134
"543",9006368,105076008,"GRADUATE STUDENTS' UNION PUB","M",43.6607,-79.40018
"544",9006391,105341061,"GRANDE CHEESE","S",43.75962,-79.56576
"545",9006393,105201234,"GRANDE CHEESE COMPANY","S",43.72059,-79.45815
"546",9006400,104997667,"GRANITE BREWERY","M",43.70826,-79.38955
"547",9006401,105124772,"GRANITE CLUB - MAIN KITCHEN","M",43.73274,-79.38152
"548",9006413,105175134,"GRAZIE","M",43.70935,-79.39857
"549",9006439,105266865,"LA BOUCHERIE FINE MEATS","M",43.64935,-79.37146
"550",9006454,105078111,"GREEN FARMS","NA",43.67992,-79.41728
"551",9006461,105161636,"GREEN MANGO","S",43.6478,-79.51067
"552",9006472,105141554,"GREENHOLME JUNIOR MIDDLE SCHOOL (BEFORE & AFTER)","NA",43.73508,-79.58291
"553",9006480,105087548,"GREEN'S WEST INDIAN FOODS","NA",43.743,-79.60361
"554",9006493,105296573,"THE GRENADIER CAFE","C",43.65358,-79.46409
"555",9006495,105085672,"FLEMINGTON FOOD WORKS","NA",43.71528,-79.33226
"556",9006503,105282556,"STAND 117 - HOT STOVE CARVE","M",43.64407,-79.37843
"557",9006509,105004256,"GROSSMAN'S TAVERN","S",43.65601,-79.39914
"558",9006518,105183061,"GROWING TYKES LEARNING CENTRE","M",43.76901,-79.22946
"559",9006523,105113094,"GRYFE'S BAKERY","S",43.72719,-79.43122
"560",9006532,105453699,"GUILDWOOD CHILD CARE CENTRE","M",43.75149,-79.20334
"561",9006541,105468237,"GULFSTREAM DAYCARE CENTRE","S",43.73909,-79.54201
"562",9006542,105083356,"GULFSTREAM PUBLIC SCHOOL","NA",43.73909,-79.54201
"563",9006559,105029228,"TRILLIUM HOUSE","S",43.67853,-79.42381
"564",9006575,105050119,"BEDFORD HOUSE","M",43.67285,-79.39952
"565",9006584,105019296,"HAIR OF THE DOG","S",43.66298,-79.3796
"566",9006627,105058515,"FOREST CREST MANOR","S",43.6803,-79.41684
"567",9006633,105122500,"HAPPY DAY CHILD CARE CENTRE","NA",43.66846,-79.49279
"568",9006653,105062977,"HARBORD BAKERY","S",43.66253,-79.40467
"569",9006664,105060834,"HARBOUR GIFTS","NA",43.64086,-79.37708
"570",9006667,105299003,"HARBOUR SIXTY STEAKHOUSE","M",43.64193,-79.37826
"571",9006676,105017881,"GOVINDA'S VEGETARIAN CUISINE","C",43.677,-79.39709
"572",9006678,104992908,"HARMONY COMMUNITY SCHOOL CENTRE","NA",43.67942,-79.44155
"573",9006679,105090892,"HARMONY HALL","NA",43.70218,-79.29893
"574",9006680,105275156,"HARMONY PLACE SUPPORT SERVICES","M",43.73654,-79.32663
"575",9006682,105306343,"HAROLD & GRACE BAKER CENTRE","S",43.69795,-79.46979
"576",9006683,105331096,"HAROLD LAWSON","M",43.77347,-79.24817
"577",9006710,105031400,"THE HARVEST WAGON","S",43.68021,-79.3906
"578",9006712,105362957,"HARVEY'S","C",43.74947,-79.27619
"579",9006714,105087850,"HARVEY'S","M",43.71098,-79.30893
"580",9006789,105224226,"HASTY MARKET /FLAMING STOVE","S",43.69828,-79.39581
"581",9006796,105020954,"HAVE A CIGAR","NA",43.72097,-79.51253
"582",9006803,105185206,"HAWTHORNE ON ESSEX DAY CARE CENTRE","S",43.66826,-79.42227
"583",9006809,104995080,"HEATH & FERNDALE CHILD CARE CENTRE","NA",43.68966,-79.39156
"584",9006812,105064115,"HEALTH FROM NATURE","NA",43.64034,-79.44661
"585",9006817,105041742,"HEALTH SERVICE CENTRE","NA",43.66119,-79.42884
"586",9006819,105054131,"VITAMINS","NA",43.73777,-79.565
"587",9006824,105091087,"GLAMORGAN JR. P.S. - SNACK PROGRAM","NA",43.77131,-79.28956
"588",9006866,105073263,"HERBIE'S HERBS","NA",43.64738,-79.40309
"589",9006874,105113802,"THE HERITAGE NURSING HOME","S",43.66253,-79.33116
"590",9006877,104998022,"HERMES BAKERY","C",43.71415,-79.42825
"591",9006885,105163946,"HESTER HOW EARLY LEARNING CENTRE","NA",43.65351,-79.38411
"592",9006896,105122121,"HIGH PARK YMCA","NA",43.66453,-79.45948
"593",9006898,105259900,"HIGH PARK MANOR","S",43.64555,-79.45162
"594",9006910,105088225,"HIGHCASTLE P.S.","NA",43.78677,-79.2125
"595",9006921,105142182,"HIGHLAND FARMS","S",43.766,-79.28367
"596",9006933,105311412,"HIGHVIEW WILSON CHILD CARE CENTRE","M",43.72196,-79.49723
"597",9006935,105060577,"HILARY'S PHARMACY","NA",43.65167,-79.40868
"598",9006936,105059384,"HILITE FINE FOODS","NA",43.60268,-79.5383
"599",9006939,105192380,"HILLMOUNT CHILD CARE CENTRE","NA",43.79942,-79.35073
"600",9006943,105116225,"HILLTOP DAY CARE CENTRE","NA",43.71524,-79.26595
"601",9006977,105020604,"HODO KWAJA (WALNUT CAKE)","NA",43.66419,-79.41554
"602",9007002,105142352,"HOLLYWOOD ALL STARS CHILD CARE CENTRE","NA",43.77053,-79.39183
"603",9007013,105079978,"HOLY FAMILY SEPARATE SCHOOL - RUN OUT OF COMMUNITY KITCHEN","NA",43.63876,-79.43491
"604",9007021,105069439,"THOMAS RESIDENCE","NA",43.59436,-79.54237
"605",9007032,105075906,"DARA RESIDENCE","NA",43.79074,-79.41938
"606",9007042,105151635,"HONEY GLAZED HAMS","S",43.73674,-79.60251
"607",9007047,105349166,"HONEYCRUST BAKERY","S",43.70551,-79.26575
"608",9007062,105283413,"HONG KONG GARDENS TAVERN & RESTAURANT","S",43.64748,-79.50985
"609",9007066,105075558,"HONG PHAT VARIETY","NA",43.64449,-79.41781
"610",9007081,105035548,"HOOTERS","S",43.64791,-79.3905
"611",9007087,105350572,"EAST EATERY","M",43.64372,-79.38844
"612",9007091,105030795,"HORSESHOE TAVERN","S",43.64911,-79.39588
"613",9007093,105038476,"HOSPITAL FOR SICK CHILDREN","M",43.65737,-79.38744
"614",9007144,105156454,"STAND 17 - CHERRY STREET BBQ","NA",43.64407,-79.37843
"615",9007145,105057098,"SCOTIABANK ARENA  P-321 - PIZZA PIZZA","NA",43.64407,-79.37843
"616",9007146,105219184,"HOTHOUSE","S",43.64928,-79.37398
